post_date,transaction_id,tag_no,unit,cost_center,entry_time,exit_time,toll_loc_name_start,entry_plaza,toll_loc_name_end,exit_plaza,toll_class,agency,amount,transactiondesc
2025-10-11,295845292680136,B6010086526,8655,,2025-10-08 13:27:24+00:00,,SH183-RGLRW Regal Row,SH183-RGLRW-45,nan,-,,NTTA,2.08,
2025-10-13,237644180829639,B6010034700,8544,,2025-10-10 17:41:21+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-11,808083664828930,B5010022273,420663,,2025-10-09 07:12:33+00:00,,Flint Bridge/State Line,CHR-FLTBRG-01,nan,-,,OTA,2.7,
2025-10-16,153448950054366,B5010022294,224320,,2025-10-14 06:12:39+00:00,,cimarron turnpike/hallet-sh 99,CHANDLER-SH 18,nan,-,,OTA,1.98,
2025-10-09,337438808486117,B5010058942,259,,2025-10-08 05:59:08+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,3.45,
2025-10-15,170454647064476,B5010055206,8501,,2025-10-14 05:19:38+00:00,,Sam Houston Central Plaza,SHT-SAMC-11,nan,-,,HCTRA,7.0,
2025-10-14,271340332080355,B6010057263,S23027,,2025-10-09 14:56:02+00:00,,El Dorado US-77  US-254,KTA-KTA073SB,nan,-,,KTA,0.24,
2025-10-10,221701465488832,B6010052942,8608,,2025-10-09 09:01:56+00:00,,Pax (Toll Plaza B),B,nan,-,,WVPEDTA,13.0,
2025-10-08,197878078237751,B5010058942,259,,2025-10-07 22:11:12+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,3.45,
2025-10-12,281744430166343,B6010105847,8343,,2025-10-10 16:55:24+00:00,,52 - Meyers Mainline,52,nan,-,,ILTOLL,8.15,
2025-10-16,333863276560285,B6010086519,8653,,2025-10-14 16:36:40+00:00,,Walters,HEB-WALTRSS-10,nan,-,,OTA,2.32,
2025-10-15,234525733229220,B6010105972,8315,,2025-10-14 12:10:52+00:00,,Lower Tarrant - South (SLTRD),PGBW-SLTRD-03,nan,-,,NTTA,1.36,
2025-10-10,635911969222319,B6010066093,S24015,,2025-10-07 20:33:46+00:00,,sr821 nw12th st sb mp27,SR821MP10-007602-60S,nan,-,,FDOT,2.32,
2025-10-08,513511687481866,B5010058944,206,,2025-10-07 22:47:15+00:00,,Cassoday K-177  El Dorado US-77,KTA-KTA087SB,nan,-,,KTA,2.21,
2025-10-14,311583529177101,B5010061410,8531,,2025-10-13 20:25:54+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,4.36,
2025-10-10,134980514710068,B6010039141,8312,,2025-10-08 04:51:38+00:00,,Sam Houston SE Plaza,SHT-SAMSE-04,nan,-,,HCTRA,7.0,
2025-10-10,226705534432322,B6010204230,8516,,2025-10-08 16:15:34+00:00,,h13-mustc-06,H13-MUSTC,nan,-,,HCTRA,6.54,
2025-10-15,209751407926201,B5010065474,S23015,,2025-10-13 21:33:30+00:00,,Exit 255 - U.S. 74 (West),M01,nan,-,,NCTA,0.3,
2025-10-16,981063457680090,B6010075145,8633,,2025-10-14 12:30:50+00:00,,T 291,T291,nan,-,,PTC,27.36,
2025-10-11,274739593713811,B6010086518,8432,,2025-10-08 21:35:35+00:00,,Sam Houston North Plaza,SHT-SAMN-05,nan,-,,HCTRA,7.0,
2025-10-16,570729807328002,B6010039142,7961,,2025-10-14 10:54:56+00:00,,i35ws-us287s-22,I35WS-US287S-,nan,-,,NTTA,16.6,
2025-10-12,273479949433880,B6010167834,8340,,2025-10-09 14:22:48+00:00,,64 - Perrysburg-Toledo,64,nan,-,,OTC,5.75,
2025-10-13,318209973726384,B6010052900,8616,,2025-10-10 10:41:30+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-11,143500015807690,U057473-TN,2886,,2025-10-07 22:44:26+00:00,,Custer Main Lane Gantry (MLG3),SRT-MLG3-12,nan,-,,NTTA,15.84,
2025-10-11,674729687131555,B5010022289,S22012,,2025-10-08 05:14:46+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,1.2,
2025-10-11,117909852412721,B6010086514,8505,,2025-10-10 09:33:24+00:00,,Hardy South Plaza,HDY-HDYS-04,nan,-,,HCTRA,7.0,
2025-10-13,105079778585644,B6010119884,8406,,2025-10-11 07:42:53+00:00,,h13-mustc-06,H13-MUSTC,nan,-,,HCTRA,6.54,
2025-10-08,121686204585849,B5010022289,S22012,,2025-10-07 21:32:17+00:00,,Lecompton K-10  Topeka I-70  K-4,KTA-KTA191EB,nan,-,,KTA,0.72,
2025-10-10,566767247480659,B5010036855,266,,2025-10-09 01:27:03+00:00,,Wichita US-54  K-15,KTA-KTA047NB,nan,-,,KTA,0.69,
2025-10-15,850415540101379,B6010039125,8346,,2025-10-14 17:22:04+00:00,,Belt Line Road (BELRD),DNT-BELRD-02,nan,-,,NTTA,1.8,
2025-10-17,605631762130135,B6010119909,8334,,2025-10-09 03:37:26+00:00,,h13-mustc-06,H13-MUSTC,nan,-,,HCTRA,6.54,
2025-10-09,553031307968610,B5010022319,8627,,2025-10-08 08:25:56+00:00,,35 - Cermak Mainline (22nd St),35,nan,-,,ILTOLL,8.15,
2025-10-11,288620059174368,B5010058924,S23001,,2025-10-09 21:43:11+00:00,,Aldine Mail Route,HDY-ALDN-30,nan,-,,HCTRA,1.08,
2025-10-15,166352977144130,B6010204228,8507,,2025-10-13 20:25:31+00:00,,John F Kennedy Bridge-RiverLink,DTS,nan,-,,RIVERLIN,13.33,
2025-10-17,242387172075564,B6010065780,9076,,2025-10-14 06:42:50+00:00,,"I820-35WS South Entrance, Exit 57C",I35WS-820-31,nan,-,,NTTA,27.8,
2025-10-12,905161378847820,B6010125735,S24018,,2025-10-10 23:31:37+00:00,,150 - Midway Road,150,nan,-,,FDOT,0.86,
2025-10-19,208625528795966,B5010022297,256,,2025-10-14 08:27:14+00:00,,N. End Gate I 40,JKT-I40SW15-01,nan,-,,OTA,2.04,
2025-10-11,194796654722098,B5010065476,S23032,,2025-10-09 20:52:43+00:00,,Exit 257 - Indian Trail-Fairview Road,M03,nan,-,,NCTA,0.36,
2025-10-10,216719701695506,B6010086526,8655,,2025-10-08 13:24:34+00:00,,SH114-S482 Spur 482,SH114-S482-45,nan,-,,NTTA,2.32,
2025-10-11,194388733668554,B6010219218,8402,,2025-10-10 13:57:13+00:00,,Emporia I-35  Cassoday K-177,KTA-KTA123NB,nan,-,,KTA,4.83,
2025-10-13,321156267332406,B5010061401,8517,,2025-10-12 10:50:08+00:00,,Sam Houston North Plaza,SHT-SAMN-05,nan,-,,HCTRA,7.0,
2025-10-15,249287124637514,B6010075122,8612,,2025-10-14 12:53:54+00:00,,Mainline Plaza: East of I-45,GPW-HRDML,nan,-,,HCTRA,2.2,
2025-10-16,322194929219419,B5010034041,212,,2025-10-14 06:47:23+00:00,,N. End Gate I 40,JKT-I40SW15-01,nan,-,,OTA,7.3,
2025-10-14,555478917282761,B5010058944,206,,2025-10-13 23:34:25+00:00,,Andover 21st  Wichita K-96,KTA-KTA056SB,nan,-,,KTA,0.55,
2025-10-16,177669255874296,B6010204230,8516,,2025-10-14 12:45:29+00:00,,gpw-mokml-50,GPW-MOKML,nan,-,,HCTRA,5.6,
2025-10-12,118901075308363,B6010057268,S23012,,2025-10-10 21:09:43+00:00,,Exit 260 - N. Rocky River Road,M07,nan,-,,NCTA,0.63,
2025-10-09,490906775491653,B5010017818,9115,,2025-10-08 16:42:26+00:00,,99 - Spring Creek Mainline,99,nan,-,,ILTOLL,16.3,
2025-10-10,195524421192190,B6010174711,79,,2025-10-08 23:56:42+00:00,,West Main Plaza (Hyde Park),T56,nan,-,,FDOT,5.6,
2025-10-14,333059577471260,B5010058942,259,,2025-10-13 21:31:45+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,3.45,
2025-10-15,256466556457860,B6010075444,8634,,2025-10-14 14:54:51+00:00,,Wilcrest,KTY-WLCRE-01,nan,-,,HCTRA,7.0,
2025-10-15,260111635220121,B5010036855,266,,2025-10-14 00:58:20+00:00,,Wichita K-96  US-54 Kellogg,KTA-KTA050NB,nan,-,,KTA,0.41,
2025-10-15,139603201807479,B6010119951,8311,,2025-10-14 15:04:31+00:00,,Wichita K-96  US-54 Kellogg,KTA-KTA050NB,nan,-,,KTA,0.41,
2025-10-15,116396843264757,B6010167843,8430,,2025-10-08 14:44:51+00:00,,Vinita-US 60,WR-ML-08,nan,-,,OTA,22.12,
2025-11-06,197865663726312,B6010174786,S20046,,2025-10-11 11:27:26+00:00,,Exit 43,H43,nan,-,,PTC,-29.19,
2025-10-10,232070195021301,B6010219224,8455,,2025-10-09 00:55:03+00:00,,45 - I-80 EB,45,nan,-,,ILTOLL,4.6,
2025-10-09,107310941182584,B6010075145,8633,,2025-10-08 09:31:33+00:00,,Lewis and Clark Bridge,ECS,nan,-,,RIVERLIN,13.33,
2025-10-23,311621094474155,T903447-TN,2601,,2025-10-09 14:59:51+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,9.81,
2025-10-11,338622504829591,B5010061403,8524,,2025-10-08 18:40:56+00:00,,Exit 257 - Indian Trail-Fairview Road,M03,nan,-,,NCTA,1.44,
2025-10-12,253333289777916,B6010057268,S23012,,2025-10-10 21:18:48+00:00,,Exit 270 - Austin Chaney Road,M13,nan,-,,NCTA,0.48,
2025-10-14,140561746530041,B6010039142,7961,,2025-10-13 19:44:08+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.69,
2025-10-14,327736690210734,B6010066112,S24003,,2025-10-13 22:02:25+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,0.38,
2025-10-12,123677282646607,B6010107779,8658,,2025-10-11 10:10:16+00:00,,s45-semlp-04,S45-SEMLP-04/05,nan,-,,HCTRA,3.9,
2025-10-10,520259619147205,B5010055206,8501,,2025-10-09 00:36:29+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-11,296806015982323,B5010058942,259,,2025-10-10 22:04:31+00:00,,East Topeka: I-70,KTA-KTA183WB,nan,-,,KTA,0.28,
2025-11-06,970194185316379,B6010174786,S20046,,2025-10-13 15:22:00+00:00,,Exit 43,H 43,nan,-,,PTC,29.19,
2025-10-11,269843434816558,B6010066068,S24024,,2025-10-09 21:16:38+00:00,,Exit 260 - N. Rocky River Road,M07,nan,-,,NCTA,0.63,
2025-10-11,313402739854076,B6010035659,8546,,2025-10-10 16:33:31+00:00,,gpw-cfml-21,GPW-CFML,nan,-,,HCTRA,6.08,
2025-10-10,205297043362038,B5010058921,420661,,2025-10-08 10:32:10+00:00,,US 75-Glenpool,CRK-75GLPL-02,nan,-,,OTA,0.98,
2025-10-15,619870933369727,B6010219218,8402,,2025-10-14 15:13:23+00:00,,Arkansas Lane (ARKLN),PGBW-ARKLN-02,nan,-,,NTTA,1.84,
2025-10-09,243816920381680,B6010284390,8447,,2025-10-07 21:06:38+00:00,,Ghent (Toll Plaza A),AS,nan,-,,WVPEDTA,13.0,
2025-10-09,243317840247808,B5010022319,8627,,2025-10-07 19:43:55+00:00,,35 - Cermak Mainline (22nd St),35,nan,-,,ILTOLL,8.15,
2025-10-11,768664142107656,B5010061410,8531,,2025-10-10 16:38:43+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,1.1,
2025-10-11,705830353429547,B5010055205,8512,,2025-10-09 19:37:56+00:00,,Mainline Plaza: East of I-45,GPW-HRDML,nan,-,,HCTRA,2.2,
2025-10-12,386505413361406,B6010174709,251,,2025-10-10 21:34:08+00:00,,0.4 - Mainline Plaza (Z-Move),4CO,nan,-,,FDOT,1.71,
2025-10-15,144549194371162,B6010075444,8634,,2025-10-10 10:07:05+00:00,,I635-TIBD TI Boulevard TEXpress Entrance,I635-I635W-7,nan,-,,NTTA,17.8,
2025-10-09,292002357149818,B6010057268,S23012,,2025-10-07 21:27:07+00:00,,Exit 266 - Morgan Mill Road,M11,nan,-,,NCTA,0.64,
2025-10-15,198490858674826,B6010057263,S23027,,2025-10-14 17:07:29+00:00,,Topeka K-4  I-470,KTA-KTA179NB,nan,-,,KTA,0.24,
2025-10-15,377804543782976,U1524HY-TN,77,,2025-10-13 21:07:43+00:00,,SR836 East (27th Ave NB),D36,nan,-,,FDOT,0.56,
2025-10-15,235895709998106,B6010065780,9076,,2025-10-13 04:39:52+00:00,,msk-mskml,MSK-MSKML-00,nan,-,,OTA,5.25,
2025-10-15,127579876204661,B6010065787,8330,,2025-10-13 19:29:46+00:00,,Exit 266 - Morgan Mill Road,M12,nan,-,,NCTA,2.56,
2025-10-14,177731271350069,B6010039142,7961,,2025-10-13 19:47:32+00:00,,Wichita K-15  I-135/I-235,KTA-KTA043NB,nan,-,,KTA,0.41,
2025-10-09,321194488592391,B6010057268,S23012,,2025-10-08 08:01:30+00:00,,Exit 255 - U.S. 74 (West),M02,nan,-,,NCTA,0.3,
2025-10-11,190922154239935,B6010107803,8660,,2025-10-10 16:58:31+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.28,
2025-10-13,125261656703435,B6010119922,8348,,2025-10-12 11:19:53+00:00,,Wichita US-54  K-15,KTA-KTA047NB,nan,-,,KTA,0.69,
2025-10-10,202658664171789,B6010057263,S23027,,2025-10-09 15:32:05+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.24,
2025-10-13,192549028242756,B6010119951,8311,,2025-10-10 12:58:58+00:00,,JFK : John F. Kennedy Memorial Highway,JFK,nan,-,,MdTA,48.0,
2025-10-14,276397748857140,B5010022290,S22013,,2025-10-09 17:32:16+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,1.2,
2025-10-11,166209232182786,B6010167837,8445,,2025-10-09 17:25:55+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-10,104762062501448,1662894601106,216,,2025-10-08 11:52:43+00:00,,Sam Houston North Plaza,SHT-SAMN-10,nan,-,,HCTRA,7.0,
2025-10-12,297000522787823,B5010058921,420661,,2025-10-10 07:54:44+00:00,,US 75-Glenpool,CRK-75GLPL-02,nan,-,,OTA,0.98,
2025-10-18,294883473704169,B6010039389,8111,,2025-10-13 15:50:57+00:00,,Pioneer Parkway (PIOPY),PGBW-PIOPY-02,nan,-,,NTTA,3.32,
2025-10-14,179068395807995,B5010036855,266,,2025-10-13 23:36:43+00:00,,El Dorado US-77  US-254,KTA-KTA073SB,nan,-,,KTA,0.69,
2025-10-16,481179543624979,B6010066073,S24028,,2025-10-14 09:46:40+00:00,,jkt-hfnrpk,JKT-HFNRPK-04,nan,-,,OTA,0.42,
2025-10-13,525179646205916,C903HR-TN,S24018,,2025-10-09 11:19:50+00:00,,SR836 West (at 97th Ave),D75,nan,-,,FDOT,0.66,
2025-10-10,309516155747061,B5010028619,8527,,2025-10-08 08:36:27+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-13,333999360496858,B6010119922,8348,,2025-10-12 11:16:02+00:00,,Wichita K-15  I-135/I-235,KTA-KTA043NB,nan,-,,KTA,0.41,
2025-10-14,261897955754636,B6010167861,8411,,2025-10-13 12:45:46+00:00,,Mainlane Plaza North of SH 146,GPW-146ML,nan,-,,HCTRA,14.24,
2025-10-23,624130315863626,B6010174786,S20046,,2025-10-10 11:00:50+00:00,,14 - I-78/Newark Airport,14,nan,-,,NJTP,7.72,
2025-10-10,306790374743505,B6010065788,8115,,2025-10-09 16:35:35+00:00,,Mulvane K-53  US-160,KTA-KTA021SB,nan,-,,KTA,1.93,
2025-10-17,121912389005242,B6010057279,S24005,,2025-10-09 06:08:43+00:00,,heb-nwclml,HEB-NWCLML-13,nan,-,,OTA,1.79,
2025-10-13,195490801490192,B6010167874,8444,,2025-10-11 09:00:13+00:00,,13c-blusb-01,13C-BLUSB,nan,-,,HCTRA,27.81,
2025-10-12,134495624994219,B6010065788,8115,,2025-10-11 13:29:51+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,1.1,
2025-10-17,858332622465013,B5010022290,S22013,,2025-10-13 13:46:52+00:00,,Wichita I-135/I-235  Haysville-Derby,KTA-KTA040SB,nan,-,,KTA,0.14,
2025-10-15,277693832848601,B6010034061,8409,,2025-10-13 15:27:17+00:00,,Hammerly Blvd / Kempwood,SHT-HMRLY-58,nan,-,,HCTRA,4.0,
2025-10-15,167142850335672,B6010075444,8634,,2025-10-14 14:59:17+00:00,,Wirt,KTY-WIRTE-01,nan,-,,HCTRA,7.0,
2025-10-10,100477565758186,B6010039121,8435,,2025-10-08 12:47:08+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-12,256546099728527,B5010055206,8501,,2025-10-08 01:29:56+00:00,,I635-PRERD Preston Road Entrance,I635-PRERD-10,nan,-,,NTTA,7.8,
2025-10-13,250804753401545,B6010034700,8544,,2025-10-10 17:10:25+00:00,,13c-blusb-01,13C-BLUNB,nan,-,,HCTRA,27.81,
2025-10-08,295050053404551,B5010058942,259,,2025-10-07 22:25:15+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.28,
2025-10-09,308414896024964,B5010036855,266,,2025-10-08 01:37:58+00:00,,Andover 21st  Wichita K-96,KTA-KTA056SB,nan,-,,KTA,0.55,
2025-10-16,211726439284418,B6010039142,7961,,2025-10-14 10:51:32+00:00,,I35W-Keller Hicks Entrance,I35W-KELLERHICKS-18,nan,-,,NTTA,18.0,
2025-10-11,200687567277576,B6010125734,S24016,,2025-10-10 11:39:01+00:00,,0.4 - Mainline Plaza (Z-Move),4CO,nan,-,,FDOT,0.57,
2025-10-12,191294422828293,B5010022294,224320,,2025-10-10 20:39:32+00:00,,jkt-us77,JKT-US77-11,nan,-,,OTA,0.66,
2025-10-11,202772406683678,B5010058928,S23000,,2025-10-10 05:48:46+00:00,,249b-fm1774-45,249-174ML-45/46/47,nan,-,,HCTRA,2.6,
2025-10-14,276786587934454,B6010075118,8620,,2025-10-13 14:40:55+00:00,,Abraham Lincoln Bridge,DTN,nan,-,,RIVERLIN,13.33,
2025-10-10,315092007576157,B5010017613,8526,,2025-10-08 17:54:13+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,4.36,
2025-10-13,230530486292049,B6010119922,8348,,2025-10-12 11:28:39+00:00,,Andover 21st  Wichita K-96,KTA-KTA056SB,nan,-,,KTA,0.55,
2025-10-10,150144383440040,B6010057268,S23012,,2025-10-09 08:09:47+00:00,,Exit 260 - N. Rocky River Road,M08,nan,-,,NCTA,0.63,
2025-10-20,198909306714010,U057481-TN,2894,,2025-10-09 17:57:19+00:00,,gpw-cmbml-21,GPW-CMBML,nan,-,,HCTRA,10.28,
2025-10-13,103547452046863,B6010107803,8660,,2025-10-11 18:38:53+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-16,704465401683700,B6010075145,8633,,2025-10-14 13:15:46+00:00,,T 341,T341,nan,-,,PTC,5.48,
2025-10-09,255292859757193,B6010107782,8320,,2025-10-08 14:38:17+00:00,,gpw-spnml-51,GPW-SPNML,nan,-,,HCTRA,10.04,
2025-10-09,297817276733879,B5010036855,266,,2025-10-08 01:26:15+00:00,,Wichita K-15  I-135/I-235,KTA-KTA043NB,nan,-,,KTA,0.41,
2025-10-10,184430737409484,B5010022294,224320,,2025-10-08 05:34:07+00:00,,Bristow-SH 66,TRN-BRSTW,nan,-,,OTA,3.36,
2025-10-09,226354291266256,B5010058942,259,,2025-10-08 22:28:56+00:00,,Lawrence US-59S  Lecompton K-10,KTA-KTA201WB,nan,-,,KTA,0.69,
2025-10-12,128715470488886,B6010205359,8529,,2025-10-10 12:10:52+00:00,,Hardy North Plaza,HDY-HDYN-09,nan,-,,HCTRA,7.0,
2025-10-12,228345243226726,B6010174780,S17033,,2025-10-09 21:40:41+00:00,,Sam Houston North Plaza,SHT-SAMN-10,nan,-,,HCTRA,1.35,
2025-10-12,472043790855297,B5010017613,8526,,2025-10-09 12:45:22+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,6.54,
2025-10-15,913806474908729,B5010061410,8531,,2025-10-13 20:32:29+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-09,511959960882141,B6010035637,8349,,2025-10-07 20:55:45+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-09,232932619251279,B6010039104,8332,,2025-10-08 14:00:00+00:00,,El Dorado US-77  US-254,KTA-KTA073SB,nan,-,,KTA,0.69,
2025-10-11,667558264060880,B6010075124,8625,,2025-10-10 04:37:32+00:00,,Pax (Toll Plaza B),B,nan,-,,WVPEDTA,13.0,
2025-10-11,151278245136254,B6010172695,274,,2025-10-09 22:59:41+00:00,,0.4 - Mainline Plaza (Z-Move),4CO,nan,-,,FDOT,2.28,
2025-10-12,285621595870945,B6010034703,8532,,2025-10-10 13:25:05+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-12,318158825194390,B5010058921,420661,,2025-10-10 06:50:40+00:00,,I 40-Henryetta,IN-EFLML-05,nan,-,,OTA,2.53,
2025-10-12,303342007808413,B6010174780,S17033,,2025-10-10 21:52:35+00:00,,Sam Houston North Plaza,SHT-SAMN-09,nan,-,,HCTRA,1.35,
2025-10-12,248571985622819,B6010086526,8655,,2025-10-09 11:51:15+00:00,,Cullen Blvd (FM 865),SHT-CULLN-30,nan,-,,HCTRA,4.0,
2025-10-11,208739192448421,B5010061410,8531,,2025-10-10 18:47:21+00:00,,El Dorado US-77  Andover 21st,KTA-KTA061SB,nan,-,,KTA,1.93,
2025-10-19,223149068760553,B6010066093,S24015,,2025-10-13 19:13:09+00:00,,SR874 South (at SR826),S60,nan,-,,MDX,0.47,
2025-10-15,261377258606384,B6010167867,8333,,2025-10-13 16:35:25+00:00,,Ghent (Toll Plaza A),AN,nan,-,,WVPEDTA,13.0,
2025-10-16,139427438089101,B5010022318,255,,2025-10-14 03:27:49+00:00,,US 75-Glenpool,CRK-75GLPL-02,nan,-,,OTA,1.81,
2025-10-13,635018488333458,B6010119859,8338,,2025-10-10 08:29:53+00:00,,DFW-I35E-GRBLV Garden Ridge Blvd,I35E-GRBLV-86,nan,-,,NTTA,3.64,
2025-10-10,298762162993739,B5010022294,224320,,2025-10-08 21:06:27+00:00,,jkt-us77,JKT-US77-11,nan,-,,OTA,0.66,
2025-10-11,143803509597377,B6010057263,S23027,,2025-10-10 17:11:37+00:00,,Tonganoxie-Eudora: 222nd St  Lawrence : US-59,KTA-KTA207WB,nan,-,,KTA,0.38,
2025-10-11,270593416566561,B6010219260,8322,,2025-10-09 13:44:51+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-10,180052106601800,B6010107803,8660,,2025-10-09 14:49:44+00:00,,Eastern Terminal,KTA-KTA217WB,nan,-,,KTA,3.45,
2025-10-09,198723905911050,B6010125734,S24016,,2025-10-08 15:17:55+00:00,,100 - West Toll Plaza,AAW,nan,-,,FDOT,3.18,
2025-10-09,853552843203582,B5010022294,224320,,2025-10-07 21:56:30+00:00,,jkt-us77,JKT-US77-11,nan,-,,OTA,0.66,
2025-10-11,515754229910805,B6010205367,8427,,2025-10-09 08:27:49+00:00,,Prairie Creek Mainline,NE49-PCMS-01,nan,-,,CTRMA,2.52,
2025-10-15,288889574277633,B6010075118,8620,,2025-10-14 09:46:12+00:00,,37 - I-55 (Stevenson Expressway),37,nan,-,,ILTOLL,3.05,
2025-10-14,126734355981119,B5010022290,S22013,,2025-10-09 17:19:53+00:00,,Lawrence : US-59,KTA-KTA202EB,nan,-,,KTA,0.1,
2025-10-13,445178938033032,B5010022314,224319,,2025-10-09 08:10:20+00:00,,heb-nwclml,HEB-NWCLML-13,nan,-,,OTA,1.79,
2025-10-11,716501533367089,B6010174780,S17033,,2025-10-08 22:11:52+00:00,,Sam Houston Central Plaza,SHT-SAMC-07,nan,-,,HCTRA,1.35,
2025-10-14,982060530396971,B5010022290,S22013,,2025-10-09 13:18:05+00:00,,Southern Terminal: Border  US-160,KTA-KTA017SB,nan,-,,KTA,0.91,
2025-10-10,128657058667006,B5010036855,266,,2025-10-09 23:50:43+00:00,,Wichita US-54  K-15,KTA-KTA047NB,nan,-,,KTA,0.69,
2025-10-13,222256822489552,B6010065769,8407,,2025-10-12 18:11:30+00:00,,h13-mustc-06,H13-MUSTC,nan,-,,HCTRA,6.54,
2025-10-15,312699452543000,B6010119951,8311,,2025-10-14 15:10:46+00:00,,Wichita K-15  I-135/I-235,KTA-KTA043NB,nan,-,,KTA,0.41,
2025-10-09,562353678934322,B5010022319,8627,,2025-10-08 14:50:25+00:00,,89 - Boughton Mainline,89,nan,-,,ILTOLL,8.15,
2025-10-15,325660180605008,B6010174780,S17033,,2025-10-14 07:27:47+00:00,,Sam Houston Central Plaza,SHT-SAMC-11,nan,-,,HCTRA,1.35,
2025-10-16,821043526741280,B6010065783,8415,,2025-10-13 08:55:35+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-11,142619753510966,B5010022290,S22013,,2025-10-08 15:22:43+00:00,,Mulvane K-53  US-160,KTA-KTA021SB,nan,-,,KTA,0.67,
2025-10-13,120107326906512,B6010119884,8406,,2025-10-11 06:54:29+00:00,,13c-blusb-01,13C-BLUNB,nan,-,,HCTRA,27.81,
2025-10-16,121448378656169,B6010035600,8555,,2025-10-14 13:57:17+00:00,,T 353,T353,nan,-,,PTC,5.76,
2025-10-13,226825062857663,B6010039119,8421,,2025-10-11 18:38:17+00:00,,13c-blusb-01,13C-BLUSB,nan,-,,HCTRA,27.81,
2025-10-13,142408142319840,B6010205436,1247,,2025-10-12 15:14:35+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-10,168916506458474,B6010066068,S24024,,2025-10-08 21:13:53+00:00,,Exit 259 - Unionville-Indian Trail Road,M05,nan,-,,NCTA,0.22,
2025-10-11,203075045828532,B6010057263,S23027,,2025-10-08 14:06:45+00:00,,Wichita I-135/I-235  Haysville-Derby,KTA-KTA040SB,nan,-,,KTA,0.14,
2025-10-15,130174321944609,B6010174711,79,,2025-10-14 00:13:08+00:00,,22nd Street,T60,nan,-,,FDOT,2.92,
2025-10-11,220116540833240,B5010022294,224320,,2025-10-09 21:57:49+00:00,,Oklahoma City,TRN-OKCWGT-03,nan,-,,OTA,1.98,
2025-10-14,209160281286264,B6010039142,7961,,2025-10-13 19:10:59+00:00,,Cassoday K-177  El Dorado US-77,KTA-KTA087SB,nan,-,,KTA,2.21,
2025-10-21,289986191640732,B5010017613,8526,,2025-10-13 12:08:17+00:00,,Airport Plaza,H13-APORT,nan,-,,HCTRA,6.54,
2025-10-15,289640868789928,B5010055206,8501,,2025-10-14 06:38:58+00:00,,Sam Houston North Plaza,SHT-SAMN-08,nan,-,,HCTRA,7.0,
2025-10-11,102288005992379,B6010039142,7961,,2025-10-09 14:17:08+00:00,,130-skysp-02 4104,13C-SKYSB,nan,-,,HCTRA,12.73,
2025-10-13,112888141308593,B6010119922,8348,,2025-10-11 08:17:44+00:00,,130-dkcrp-06 307,H13-DECKC,nan,-,,HCTRA,6.54,
2025-10-10,113042616524086,B5010017613,8526,,2025-10-08 18:10:25+00:00,,Cameron Plaza,H13-CAMRO,nan,-,,HCTRA,6.54,
2025-10-10,298605119154040,B6010035637,8349,,2025-10-08 23:56:16+00:00,,gpw-spnml-51,GPW-SPNML,nan,-,,HCTRA,10.04,
